介绍一下美食	介绍一下美食	1
给你一个白眼自己体会	你给我一个	0
花盆里的花开了	播放花开在眼前	0
可以放阿凡达的电影吗	放一个少年阿凡提	0
你没出息	你你你你你	0
我不愿意听了	不愿意摇头	0
我想逗你玩呢	你要把我逗逗开心	0
唱一个吧	唱唱一个小仓玩	0
卧槽	联播爱吐槽	0
当我回来放歌给我	请你给我讲当当的故事	0
边唱歌边故事	边看一看	0
真娘炮	炮是什么呀	0
O K放吧	那就放一放吧	1
然后没事了	然后呃没事了	1
万科的股票明天会涨吗	什么是万科	0
你的时间	你需要多长时间	0
我就是你的小伙伴	播放我的小伙伴惊呆了	0
最近话题有点少啊	他说呢他掌握的这些话题还很少希望后期多补充	0
黄油蟹	韩粉黄油	0
刷牙	你还刷牙洗脸	0
太丑了	因为你太丑了	0
，你自己唱一首歌	你给我唱一首歌好不好你自己调好啦	0
你有几个麦克风啊	你有几个 颜色	0
这是几个	这几点了	0
你会扫描吗	开始扫描	0
出汗啦	你把又弄出来啦	0
罗清是谁	罗志祥的女朋友是谁	0
我就说	我就说你啊	0
这个是不是很贵啊	鲜肉月饼不腻的啊，贵的真的	0
你快醒来	快点醒一醒	1
我的普通话说的好不好	好啊用普通话说吧	0
那么狡猾	哪那么屁话	0
我靠完蛋	我靠很高级啊	0
我是谁你还记得吗	我可以看了你还记得吗	0
辛苦呀	姐姐很辛苦哦	0
你能查数哦，你能查数哦	你能查火车票吗	0
你有几个朋友	郑总有几个女朋友	0
赐我一个礼物如何	我如何控制	0
帮我翻译下	进入翻译模式	0
你知道牛顿么	你知道你要的啊	0
